symbol_kontrolny,okw_nr,teryt_kod,typ_gminy,numer_obwodu,typ_obszaru,typ_obwodu,siedziba,gmina,powiat,wojewodztwo,karty_otrzymane,wyborcy_uprawnieni,karty_niewykorzystane,wyborcy_ktorym_wydano_karty,wyborcy_z_pelnomocnikiem,wyborcy_z_zaswiadczeniem,wyborcy_wysylkowe_pakiety,koperty_otrzymane,koperty_bez_oswiadczenia,ilosc_kopert_bez_podpisanego_oswiadczenia,koperty_bez_karty,koperty_niezaklejona_koperta_z_glosem,koperty_wrzucone_do_urny,karty_z_urny,karty_z_kopert,karty_niewazne,karty_wazne,glosy_niewazne,glosy_niewazne_wiele_x,glosy_niewazne_brak_x,glosy_niewazne_x_obok,glosy_niewazne_proc,glosy_niewazne_wiele_x_proc,glosy_niewazne_brak_x_proc,glosy_niewazne_x_obok_proc,glosy_wazne_proc,glosy_wazne,wynik_biedron,wynik_bosak,wynik_duda,wynik_holownia,wynik_jakubiak,wynik_kosiniak,wynik_piotrowski,wynik_tanajno,wynik_trzaskowski,wynik_witkowski,wynik_zoltek,wynik_biedron_proc,wynik_bosak_proc,wynik_duda_proc,wynik_holownia_proc,wynik_jakubiak_proc,wynik_kosiniak_proc,wynik_piotrowski_proc,wynik_tanajno_proc,wynik_trzaskowski_proc,wynik_witkowski_proc,wynik_zoltek_proc
9924-e2c7-444e-4601-e5ef-60b9-f73d-d8ba,2,20101,gmina miejska,1,miasto,stały,Szkoła Podstawowa Nr 3; ul. Ceramiczna 5; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1432,1553,455,977,0,4,6,6,0,0,0,0,6,983,6,0,983,1,0,1,0,0.101729399796541,0,0.101729399796541,0,99.8982706002035,982,19,70,367,164,2,15,1,3,338,1,2,1.93482688391039,7.12830957230143,37.3727087576375,16.7006109979633,0.203665987780041,1.52749490835031,0.10183299389002,0.305498981670061,34.4195519348269,0.10183299389002,0.203665987780041
9219-f878-5ef7-3ad1-a3c7-d301-7c41-1eed,2,20101,gmina miejska,2,miasto,stały,Szkoła Podstawowa Nr 3; ul. Ceramiczna 5; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1239,1346,330,909,0,5,10,10,0,0,0,0,10,919,10,0,919,0,0,0,0,0,0,0,0,100,919,17,62,311,136,2,15,3,3,365,1,4,1.84983677910773,6.74646354733406,33.8411316648531,14.7986942328618,0.217627856365615,1.63220892274211,0.326441784548422,0.326441784548422,39.7170837867247,0.108813928182807,0.43525571273123
d0a4-75ae-b6b2-687c-05c7-7425-1924-887c,2,20101,gmina miejska,3,miasto,stały,Szkoła Podstawowa Nr 5; ul. Dolne Młyny 60; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1256,1414,358,898,0,5,6,6,0,0,0,0,6,904,6,0,904,2,0,2,0,0.221238938053097,0,0.221238938053097,0,99.7787610619469,902,19,66,326,176,0,9,0,0,300,1,5,2.10643015521064,7.31707317073171,36.1419068736142,19.5121951219512,0,0.997782705099778,0,0,33.2594235033259,0.110864745011086,0.554323725055432
4e0f-2556-4a20-4e58-4172-f050-8658-3425,2,20101,gmina miejska,4,miasto,stały,Szkoła Podstawowa Nr 5; ul. Dolne Młyny 60; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1328,1413,372,956,0,3,6,6,0,0,0,0,6,962,6,0,962,1,1,0,0,0.103950103950104,0.103950103950104,0,0,99.8960498960499,961,18,75,329,159,2,12,2,0,363,0,1,1.87304890738814,7.80437044745057,34.2351716961498,16.5452653485952,0.208116545265349,1.24869927159209,0.208116545265349,0,37.7731529656608,0,0.104058272632674
29a2-2044-ee58-5a3e-aabf-8b5e-0fdd-049b,2,20101,gmina miejska,5,miasto,stały,Szkoła Podstawowa Nr 5; ul. Dolne Młyny 60; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1256,1360,421,835,0,7,6,5,0,0,0,0,5,840,5,0,840,2,2,0,0,0.238095238095238,0.238095238095238,0,0,99.7619047619048,838,13,52,304,125,5,9,1,0,326,2,1,1.55131264916468,6.20525059665871,36.2768496420048,14.9164677804296,0.596658711217184,1.07398568019093,0.119331742243437,0,38.9021479713604,0.238663484486873,0.119331742243437
c853-bad5-b00a-4c61-4215-2342-ec5b-4c4d,2,20101,gmina miejska,6,miasto,stały,Szkoła Podstawowa Nr 2; ul. Juliusza Słowackiego 2; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1214,1290,543,671,0,2,4,4,0,0,0,0,4,675,4,0,675,4,1,3,0,0.592592592592593,0.148148148148148,0.444444444444444,0,99.4074074074074,671,8,41,283,94,1,11,0,0,231,1,1,1.19225037257824,6.11028315946349,42.1758569299553,14.0089418777943,0.14903129657228,1.63934426229508,0,0,34.4262295081967,0.14903129657228,0.14903129657228
1508-d716-b73d-4c4b-765e-7bfe-6090-2614,2,20101,gmina miejska,7,miasto,stały,Szkoła Podstawowa Nr 1; ul. Jana Pawła II 38c; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1246,1345,352,894,1,12,9,9,0,0,0,0,9,903,9,0,903,5,3,2,0,0.553709856035437,0.332225913621262,0.221483942414175,0,99.4462901439646,898,24,41,306,110,2,17,0,1,392,2,3,2.67260579064588,4.56570155902004,34.075723830735,12.2494432071269,0.22271714922049,1.89309576837416,0,0.111358574610245,43.652561247216,0.22271714922049,0.334075723830735
f8f2-40ae-489d-584c-8aa4-e1f6-55d5-f41f,2,20101,gmina miejska,8,miasto,stały,Szkoła Podstawowa Nr 1; ul. Jana Pawła II 38c; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1251,1348,333,918,0,7,7,7,0,0,0,0,7,925,7,0,925,1,0,1,0,0.108108108108108,0,0.108108108108108,0,99.8918918918919,924,20,55,337,140,1,24,0,0,345,0,2,2.16450216450216,5.95238095238095,36.4718614718615,15.1515151515152,0.108225108225108,2.5974025974026,0,0,37.3376623376623,0,0.216450216450216
9b8d-9fc7-d725-cceb-be04-df0e-721e-3780,2,20101,gmina miejska,9,miasto,stały,Miejskie Przedszkole Publiczne Nr 6; ul. Piotra i Pawła 2; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1340,1399,491,849,0,5,20,20,1,0,0,0,19,868,19,0,868,4,0,4,0,0.460829493087558,0,0.460829493087558,0,99.5391705069124,864,30,52,291,136,1,8,0,1,342,0,3,3.47222222222222,6.01851851851852,33.6805555555556,15.7407407407407,0.115740740740741,0.925925925925926,0,0.115740740740741,39.5833333333333,0,0.347222222222222
7824-c62e-acf1-018e-615c-0b27-8d25-d50e,2,20101,gmina miejska,10,miasto,stały,Szkoła Podstawowa Nr 2; ul. Juliusza Słowackiego 2; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1208,1330,412,796,0,10,11,10,0,0,0,0,10,806,10,0,806,3,3,0,0,0.372208436724566,0.372208436724566,0,0,99.6277915632754,803,22,57,334,95,1,4,0,0,287,1,2,2.73972602739726,7.09838107098381,41.5940224159402,11.8306351183064,0.12453300124533,0.49813200498132,0,0,35.7409713574097,0.12453300124533,0.24906600249066
35c6-e984-f349-36da-06d7-41ac-1b04-4669,2,20101,gmina miejska,11,miasto,stały,Szkoła Podstawowa Nr 4; ul. Mikołaja Brody 12; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1248,1351,428,820,0,7,12,11,0,0,0,0,11,830,11,0,830,7,1,6,0,0.843373493975904,0.120481927710843,0.72289156626506,0,99.1566265060241,823,26,51,277,125,1,11,0,2,328,2,0,3.1591737545565,6.19684082624544,33.6573511543135,15.1883353584447,0.121506682867558,1.33657351154314,0,0.243013365735115,39.8541919805589,0.243013365735115,0
f51a-85ab-f59f-a0bc-6cd4-578e-6332-e0d2,2,20101,gmina miejska,12,miasto,stały,Szkoła Podstawowa Nr 4; ul. Bielska 5; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1222,1289,420,802,0,3,6,6,2,0,0,0,4,806,4,0,806,0,0,0,0,0,0,0,0,100,806,31,31,305,87,1,10,0,0,339,2,0,3.84615384615385,3.84615384615385,37.8411910669975,10.7940446650124,0.124069478908189,1.24069478908189,0,0,42.0595533498759,0.248138957816377,0
c1c3-c38f-4118-78e7-a066-924e-cf86-05a8,2,20101,gmina miejska,13,miasto,stały,Szkoła Podstawowa Nr 4; ul. Bielska 5; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1269,1343,482,787,0,3,10,10,0,0,0,0,10,796,10,1,795,3,0,3,0,0.377358490566038,0,0.377358490566038,0,99.622641509434,792,16,32,294,116,2,13,0,0,315,1,3,2.02020202020202,4.04040404040404,37.1212121212121,14.6464646464646,0.252525252525252,1.64141414141414,0,0,39.7727272727273,0.126262626262626,0.378787878787879
68a2-3261-c38c-cd5b-ebc2-d77b-f682-0fdf,2,20101,gmina miejska,14,miasto,stały,Szkoła Podstawowa Nr 4; ul. Bielska 5; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1400,1510,382,1018,0,8,12,12,0,0,0,0,12,1030,12,0,1030,2,0,2,0,0.194174757281553,0,0.194174757281553,0,99.8058252427184,1028,25,62,329,173,3,20,3,2,408,1,2,2.43190661478599,6.03112840466926,32.0038910505837,16.8287937743191,0.291828793774319,1.94552529182879,0.291828793774319,0.194552529182879,39.6887159533074,0.09727626459144,0.194552529182879
6bad-d802-f910-07ab-b76e-f012-a957-8a49,2,20101,gmina miejska,15,miasto,stały,Miejskie Przedszkole Publiczne Nr 5; ul. Zygmunta Augusta 16b; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1296,1399,424,872,0,8,10,10,0,0,0,0,10,882,10,0,882,2,2,0,0,0.226757369614512,0.226757369614512,0,0,99.7732426303855,880,20,40,302,129,2,9,0,0,375,2,1,2.27272727272727,4.54545454545455,34.3181818181818,14.6590909090909,0.227272727272727,1.02272727272727,0,0,42.6136363636364,0.227272727272727,0.113636363636364
4d0e-3583-a750-8b3d-9c2c-2913-c3ed-3b68,2,20101,gmina miejska,16,miasto,stały,Przedsiębiorstwo Wodociągów i Kanalizacji; Aleja Wojska Polskiego 6/1a; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1265,1376,348,917,0,5,17,16,0,0,0,0,16,932,16,6,926,2,0,2,0,0.215982721382289,0,0.215982721382289,0,99.7840172786177,924,27,58,286,144,2,22,1,1,379,2,2,2.92207792207792,6.27705627705628,30.952380952381,15.5844155844156,0.216450216450216,2.38095238095238,0.108225108225108,0.108225108225108,41.017316017316,0.216450216450216,0.216450216450216
7fa3-762f-6c79-091c-d6a9-2112-7276-235a,2,20101,gmina miejska,17,miasto,stały,Pałac Ślubów; Ratusz-Rynek 41; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1178,1249,467,711,0,8,3,3,0,0,0,0,3,714,3,0,714,2,1,1,0,0.280112044817927,0.140056022408964,0.140056022408964,0,99.7198879551821,712,24,32,281,108,2,10,0,1,250,2,2,3.37078651685393,4.49438202247191,39.4662921348315,15.1685393258427,0.280898876404494,1.40449438202247,0,0.140449438202247,35.1123595505618,0.280898876404494,0.280898876404494
4efd-eb9e-5aed-4674-5a7f-a1f7-bf36-d2dc,2,20101,gmina miejska,18,miasto,stały,Szkoła Podstawowa Nr 4; ul. Mikołaja Brody 12; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1184,1231,447,737,0,6,2,2,0,0,0,0,2,739,2,0,739,1,0,1,0,0.13531799729364,0,0.13531799729364,0,99.8646820027064,738,17,49,235,148,0,6,0,1,281,0,1,2.30352303523035,6.63956639566396,31.8428184281843,20.0542005420054,0,0.813008130081301,0,0.13550135501355,38.0758807588076,0,0.13550135501355
4304-1888-e856-ba54-c9fc-ba13-2b7b-805d,2,20101,gmina miejska,19,miasto,stały,Miejskie Przedszkole Publiczne Nr 2; ul. Mikołaja Brody 17; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1418,1490,414,1004,0,3,11,11,0,0,0,0,11,1015,11,0,1015,3,3,0,0,0.295566502463054,0.295566502463054,0,0,99.7044334975369,1012,32,56,272,168,1,12,2,0,463,3,3,3.16205533596838,5.53359683794466,26.8774703557312,16.600790513834,0.098814229249012,1.18577075098814,0.197628458498024,0,45.7509881422925,0.296442687747036,0.296442687747036
a231-1f69-31d7-ec88-a83a-7c3d-3601-fea8,2,20101,gmina miejska,20,miasto,stały,Miejskie Przedszkole Publiczne Nr 7; ul. Górne Młyny 5; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1508,1619,503,1005,0,10,7,7,0,0,0,0,7,1012,7,0,1012,3,1,2,0,0.296442687747036,0.098814229249012,0.197628458498024,0,99.703557312253,1009,18,87,301,213,0,5,0,1,382,0,2,1.78394449950446,8.62239841427156,29.8315163528246,21.1100099108028,0,0.495540138751239,0,0.099108027750248,37.8592666005947,0,0.198216055500496
546a-9582-1fb7-aba5-e81d-8b2b-5c0c-6e7e,2,20101,gmina miejska,21,miasto,stały,Miejskie Przedszkole Publiczne Nr 7; ul. Górne Młyny 5; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,1477,1590,574,903,0,3,14,14,0,0,0,0,14,917,14,0,917,1,0,1,0,0.109051254089422,0,0.109051254089422,0,99.8909487459106,916,22,60,315,150,1,11,0,2,354,0,1,2.40174672489083,6.55021834061135,34.3886462882096,16.3755458515284,0.109170305676856,1.20087336244541,0,0.218340611353712,38.646288209607,0,0.109170305676856
e558-e5e6-1fee-726c-f934-0b8d-efe5-9482,2,20101,gmina miejska,22,miasto,zakład leczniczy,Wojewódzki Szpital dla Nerwowo i Psychicznie Chorych w Bolesławcu; Aleja Tysiąclecia 30; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,356,227,267,89,0,2,0,0,0,0,0,0,0,89,0,0,89,2,0,2,0,2.24719101123596,0,2.24719101123596,0,97.7528089887641,87,2,2,63,1,0,1,0,0,18,0,0,2.29885057471264,2.29885057471264,72.4137931034483,1.14942528735632,0,1.14942528735632,0,0,20.6896551724138,0,0
673f-3b88-da7c-650f-5762-8754-899e-4a61,2,20101,gmina miejska,23,miasto,dom pomocy społecznej,Dom Pomocy Społecznej w Bolesławcu; ul. Piastów 17; 59-700 Bolesławiec,m. Bolesławiec,bolesławiecki,dolnośląskie,50,41,23,27,0,0,0,0,0,0,0,0,0,27,0,0,27,2,1,1,0,7.40740740740741,3.7037037037037,3.7037037037037,0,92.5925925925926,25,0,0,17,2,0,1,0,1,2,0,2,0,0,68,8,0,4,0,4,8,0,8
5f8c-ee1b-04a8-97c8-2697-bfd7-38f4-61d6,2,20102,gmina wiejska,1,wieś,stały,Dom Ludowy; Żeliszów 102A; 59-700 Bolesławiec,gm. Bolesławiec,bolesławiecki,dolnośląskie,734,781,289,445,0,0,0,0,0,0,0,0,0,445,0,0,445,1,0,1,0,0.224719101123595,0,0.224719101123595,0,99.7752808988764,444,5,42,208,69,0,15,1,0,104,0,0,1.12612612612613,9.45945945945946,46.8468468468469,15.5405405405405,0,3.37837837837838,0.225225225225225,0,23.4234234234234,0,0
a6fa-9fbd-b5bf-a48c-ce70-d81b-c69b-6659,2,20102,gmina wiejska,2,wieś,stały,Dom Ludowy; Bożejowice 1A; 59-700 Bolesławiec,gm. Bolesławiec,bolesławiecki,dolnośląskie,790,840,218,572,0,1,1,1,0,0,0,0,1,573,1,0,573,1,0,1,0,0.174520069808028,0,0.174520069808028,0,99.825479930192,572,15,48,198,96,2,9,1,0,203,0,0,2.62237762237762,8.39160839160839,34.6153846153846,16.7832167832168,0.34965034965035,1.57342657342657,0.174825174825175,0,35.4895104895105,0,0
2cea-2735-ce2c-9f64-67ef-8b6d-1675-1df5,2,20102,gmina wiejska,3,wieś,stały,Dom Ludowy; Otok 44C; 59-700 Bolesławiec,gm. Bolesławiec,bolesławiecki,dolnośląskie,696,757,223,473,0,6,0,0,0,0,0,0,0,473,0,0,473,2,1,1,0,0.422832980972516,0.211416490486258,0.211416490486258,0,99.5771670190275,471,11,19,201,99,1,3,1,0,136,0,0,2.33545647558386,4.03397027600849,42.6751592356688,21.0191082802548,0.212314225053079,0.636942675159236,0.212314225053079,0,28.8747346072187,0,0
27ef-113e-e196-e3fc-e9f0-e847-91d0-ab9c,2,20102,gmina wiejska,4,wieś,stały,Dom Ludowy; Brzeźnik 37; 59-700  Bolesławiec,gm. Bolesławiec,bolesławiecki,dolnośląskie,633,689,188,445,0,1,0,0,0,0,0,0,0,445,0,0,445,7,3,4,0,1.57303370786517,0.674157303370787,0.898876404494382,0,98.4269662921348,438,4,45,236,67,0,7,0,0,78,0,1,0.91324200913242,10.2739726027397,53.8812785388128,15.296803652968,0,1.59817351598174,0,0,17.8082191780822,0,0.228310502283105
186f-f3bc-7eee-d991-e64c-ad2b-97dd-d301,2,20102,gmina wiejska,5,wieś,stały,Dom Ludowy; Dobra 94; 59-700  Bolesławiec,gm. Bolesławiec,bolesławiecki,dolnośląskie,856,934,255,601,1,1,2,2,0,0,0,0,2,603,2,0,603,2,0,2,0,0.33167495854063,0,0.33167495854063,0,99.6683250414594,601,16,35,204,127,0,7,2,0,209,0,1,2.66222961730449,5.82362728785358,33.9434276206323,21.1314475873544,0,1.16472545757072,0.332778702163062,0,34.7753743760399,0,0.166389351081531
a067-53e5-a04e-bd60-da4e-7d05-07c5-bd3c,2,20102,gmina wiejska,6,wieś,stały,Szkoła Podstawowa; Dąbrowa Bolesławiecka 43; 59-700 Bolesławiec,gm. Bolesławiec,bolesławiecki,dolnośląskie,1289,1404,436,853,0,3,1,1,0,0,0,1,0,853,0,0,853,1,0,1,0,0.117233294255569,0,0.117233294255569,0,99.8827667057444,852,14,65,359,157,0,17,0,1,230,4,5,1.64319248826291,7.62910798122066,42.1361502347418,18.4272300469484,0,1.99530516431925,0,0.117370892018779,26.9953051643192,0.469483568075117,0.586854460093897
4809-d5be-c30a-e2bc-9c7a-d206-9345-4f02,2,20102,gmina wiejska,7,wieś,stały,Dom Ludowy; Trzebień ul. Lipowa 5; 59-700 Bolesławiec,gm. Bolesławiec,bolesławiecki,dolnośląskie,1092,1187,448,644,0,1,4,4,0,0,0,0,4,648,4,0,648,3,3,0,0,0.462962962962963,0.462962962962963,0,0,99.537037037037,645,10,47,270,125,0,4,0,0,188,0,1,1.55038759689923,7.28682170542636,41.8604651162791,19.3798449612403,0,0.62015503875969,0,0,29.1472868217054,0,0.155038759689922
05e5-0d1b-5f34-640d-7859-c0f4-302b-7b81,2,20102,gmina wiejska,8,wieś,stały,Dom Ludowy; Kraśnik Dolny 24C; 59-700 Bolesławiec,gm. Bolesławiec,bolesławiecki,dolnośląskie,1278,1412,452,826,0,0,0,0,0,0,0,0,0,826,0,0,826,5,1,4,0,0.605326876513317,0.121065375302663,0.484261501210654,0,99.3946731234867,821,10,52,390,123,2,27,0,2,211,2,2,1.21802679658953,6.33373934226553,47.5030450669915,14.9817295980512,0.243605359317905,3.28867235079172,0,0.243605359317905,25.700365408039,0.243605359317905,0.243605359317905
